age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
46, Federal-gov,46537, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private,155659, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,108140, Bachelors,13, Divorced, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
20, Private,231286, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,15, United-States, <=50K
19, Private,165306, Some-college,10, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
37, Private,99357, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
57, Local-gov,174132, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1977,40, United-States, >50K
33, Private,283602, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,59, Mexico, <=50K
30, Private,182714, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, England, <=50K
35, Local-gov,182570, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc,186909, Masters,14, Married-civ-spouse, Sales, Wife, White, Female,0,1902,35, United-States, >50K
57, ?,24127, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States, <=50K
55, Self-emp-not-inc,185195, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, <=50K
41, Private,239683, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, ?, <=50K
25, Private,29599, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
26, Private,151810, 10th,6, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
51, Private,279156, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
45, Private,154308, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
32, Private,36467, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
28, Private,56340, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private,247880, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
49, Private,178749, Masters,14, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private,175262, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private,356238, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female,0,0,80, United-States, >50K
26, Private,113571, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
31, Private,189759, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,2001,40, United-States, <=50K
31, Private,323069, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,0,880,45, United-States, <=50K
38, Private,266325, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,32, United-States, >50K
47, Federal-gov,197332, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private,103323, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,65390, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
20, Federal-gov,340217, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private,257562, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
29, Self-emp-inc,168221, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,70, United-States, <=50K
50, Private,192964, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,65, United-States, <=50K
25, Private,74977, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc,28281, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
27, State-gov,230922, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Scotland, <=50K
41, Self-emp-inc,140365, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,55, United-States, >50K
40, Private,70645, Preschool,1, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
18, ?,78181, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private,187653, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
20, Private,210781, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
18, Private,53109, 11th,7, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
62, Private,138621, Assoc-voc,11, Separated, Priv-house-serv, Not-in-family, Black, Female,0,0,20, United-States, <=50K
47, Private,201699, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, United-States, >50K
65, Private,262446, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
63, Private,230823, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
25, State-gov,156848, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,35, United-States, <=50K
55, Private,368797, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
41, Private,169628, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, ?, <=50K
28, Private,205337, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov,191731, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private,451996, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, ?,156890, 10th,6, Divorced, ?, Unmarried, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc,96460, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,60, United-States, >50K
51, Private,199995, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
50, Private,200618, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Federal-gov,201435, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
38, Local-gov,745768, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,45, United-States, <=50K
43, Private,233130, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
50, Local-gov,234143, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
20, Private,278391, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Nicaragua, <=50K
23, Private,434467, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
22, Private,31387, Bachelors,13, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,2885,0,25, United-States, <=50K
19, Private,129620, 10th,6, Never-married, Other-service, Other-relative, White, Female,0,0,30, United-States, <=50K
36, Private,108293, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
52, Private,35576, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Federal-gov,197038, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
37, Private,130620, 12th,8, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,33, ?, <=50K
62, Local-gov,197218, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,18, United-States, <=50K
46, Private,72896, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, <=50K
19, Private,121972, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
32, Private,207400, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private,148254, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
32, Private,113688, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Private,40623, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,175374, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, United-States, <=50K
40, Local-gov,163725, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
53, Private,182855, 10th,6, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
20, ?,25139, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
62, Private,123411, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,53, United-States, <=50K
43, Private,201723, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
36, Private,214604, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States, >50K
69, Private,541737, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,2050,0,24, United-States, <=50K
35, Private,216711, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private,297449, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,14084,0,40, United-States, >50K
21, Private,275291, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
28, Private,51461, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40, United-States, >50K
50, Private,129956, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
26, Private,94477, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,55, United-States, >50K
50, Private,558490, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private,157568, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,428030, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private,287927, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,16, United-States, <=50K
36, Private,210452, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
41, Private,32121, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc,404998, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private,403468, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,50, Mexico, <=50K
31, Private,81846, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private,58222, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, ?,351195, 9th,5, Never-married, ?, Other-relative, White, Male,0,1719,35, El-Salvador, <=50K
58, Private,194733, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private,396482, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
38, Private,70995, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private,37778, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
57, ?,300104, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,7298,0,84, United-States, >50K
45, State-gov,198660, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Federal-gov,155238, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
34, Private,168768, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private,302097, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3464,0,48, United-States, <=50K
26, Private,31350, 11th,7, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private,283268, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,36, United-States, <=50K
34, Local-gov,119411, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, Portugal, <=50K
28, Private,38918, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Germany, >50K
20, Private,382153, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
23, Private,141264, Some-college,10, Never-married, Exec-managerial, Other-relative, Black, Female,0,0,40, United-States, <=50K
41, Private,237321, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
20, Private,138107, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, United-States, <=50K
23, Private,428299, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private,102597, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
38, Private,380543, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
26, Private,242768, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
40, Self-emp-not-inc,29036, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
49, Private,148475, Assoc-voc,11, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Federal-gov,295010, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female,0,0,60, United-States, >50K
19, Private,196857, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
54, Private,53833, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
36, Private,248010, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
30, Private,112383, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
48, Private,102102, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
45, Federal-gov,56904, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,5013,0,45, United-States, <=50K
24, Private,220944, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
41, Private,171550, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private,105813, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
35, Private,255191, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
26, Private,350853, 5th-6th,3, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, ?, <=50K
39, Private,192614, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,56, United-States, <=50K
